"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARPC3",7.79509095195064e-71,0.870615891510243,0.944,0.789,1.06901877315051e-66,"1","ARPC3"
"IL1B",2.80163446844667e-69,1.58381850494808,0.273,0.036,3.84216151002776e-65,"1","IL1B"
"C19orf38",1.53272242614045e-68,1.21088050387055,0.321,0.056,2.10197553520902e-64,"1","C19orf38"
"BLVRA",2.4528820365496e-68,1.57719680575695,0.456,0.126,3.36388242492412e-64,"1","BLVRA"
"ATP5G2",3.79179855614826e-68,0.878288733965213,0.933,0.798,5.20007253990172e-64,"1","ATP5G2"
"MSRB1",3.24283405242267e-67,1.11754120360551,0.327,0.059,4.44722261949245e-63,"1","MSRB1"
"CTSZ",1.80868446358283e-66,1.10781658830683,0.333,0.063,2.48042987335749e-62,"1","CTSZ"
"HLA-DRB1",1.82625465197295e-66,0.919838630384525,0.831,0.377,2.5045256297157e-62,"1","HLA-DRB1"
"S100A10",2.71896594136409e-65,1.16764356389544,0.844,0.597,3.72878989198671e-61,"1","S100A10"
"FGR",5.9458295140544e-65,1.0965244810228,0.502,0.152,8.15411059557421e-61,"1","FGR"
"LINC00936",1.47985639861171e-64,1.61995560587147,0.571,0.215,2.0294750650561e-60,"1","LINC00936"
"PRELID1",1.54451761413935e-62,1.21838823964191,0.75,0.408,2.11815145603071e-58,"1","PRELID1"
"HCK",1.04456965001732e-60,1.03698078130287,0.394,0.096,1.43252281803376e-56,"1","HCK"
"PGD",1.82125206283215e-60,1.14002563669716,0.331,0.07,2.49766507896801e-56,"1","PGD"
"CTSD",2.66117189073937e-60,1.25908922070341,0.517,0.181,3.64953113095997e-56,"1","CTSD"
"MAFB",2.98927734767411e-60,1.36442091360789,0.294,0.055,4.09949495460027e-56,"1","MAFB"
"FGL2",3.74576685185858e-60,1.4625696423439,0.348,0.077,5.13694466063886e-56,"1","FGL2"
"MPEG1",9.01079081738601e-60,1.15017585798044,0.315,0.063,1.23573985269632e-55,"1","MPEG1"
"NFKBIA",8.26506140735557e-59,1.29405872042444,0.721,0.398,1.13347052140474e-54,"1","NFKBIA"
"MT-ND1",8.28231230957465e-59,0.679852811532913,0.979,0.939,1.13583631013507e-54,"1","MT-ND1"
"SERF2",9.43390098194235e-59,0.799472809006128,0.956,0.834,1.29376518066357e-54,"1","SERF2"
"SCO2",2.87254920710968e-58,1.1167133921472,0.356,0.084,3.93941398263021e-54,"1","SCO2"
"SLC11A1",4.91065329232943e-58,1.04715867470269,0.277,0.049,6.73446992510057e-54,"1","SLC11A1"
"TIMP1",6.4995740912464e-58,0.990143354564189,0.633,0.261,8.91351590873532e-54,"1","TIMP1"
"EIF4EBP1",8.05160540835594e-58,1.05444747205257,0.338,0.076,1.10419716570193e-53,"1","EIF4EBP1"
"FCGR2A",5.6965137419884e-57,1.29382071771132,0.265,0.045,7.81219894576289e-53,"1","FCGR2A"
"APLP2",2.34199312323594e-56,1.16403738504567,0.406,0.113,3.21180936920576e-52,"1","APLP2"
"PILRA",3.10839759762983e-56,0.946904198239713,0.329,0.071,4.26285646538954e-52,"1","PILRA"
"C20orf24",9.32713221816381e-56,1.18396311100655,0.583,0.249,1.27912291239898e-51,"1","C20orf24"
"CNPY3",1.28357395514731e-55,1.29243627404124,0.554,0.218,1.76029332208902e-51,"1","CNPY3"
"HLA-DRB5",1.85094575230487e-55,0.911079138569543,0.677,0.279,2.5383870047109e-51,"1","HLA-DRB5"
"ACTB",3.54114625262747e-55,0.510962194590038,0.998,0.992,4.85632797085332e-51,"1","ACTB"
"RNASE6",5.571534524667e-54,1.00764288631343,0.296,0.058,7.64080244712833e-50,"1","RNASE6"
"FKBP1A",7.9464303700421e-53,1.01681856369653,0.725,0.408,1.08977346094757e-48,"1","FKBP1A"
"HLA-DMA",9.25006664347044e-53,0.997812330748223,0.554,0.202,1.26855413948554e-48,"1","HLA-DMA"
"TBXAS1",1.05777544453964e-52,0.973706769136628,0.317,0.071,1.45063324464167e-48,"1","TBXAS1"
"PFDN5",1.23477503666285e-52,0.68782992339735,0.983,0.911,1.69337048527943e-48,"1","PFDN5"
"EIF4A1",1.53429951907716e-52,0.943621308304752,0.84,0.651,2.10413836046241e-48,"1","EIF4A1"
"TMSB4X",1.63029197912291e-51,0.406235851070394,1,1,2.23578242016917e-47,"1","TMSB4X"
"STXBP2",7.61699708565755e-50,1.12354989479652,0.498,0.188,1.04459498032708e-45,"1","STXBP2"
"IFNGR2",1.44284234655497e-49,1.19538685878924,0.377,0.108,1.97871399406548e-45,"1","IFNGR2"
"PGLS",8.7707115632653e-49,1.01747984272189,0.56,0.24,1.2028153837862e-44,"1","PGLS"
"C5AR1",1.62361418858065e-48,1.229669249558,0.275,0.06,2.2266244982195e-44,"1","C5AR1"
"C4orf48",4.04023058017203e-48,1.09601999217016,0.371,0.112,5.54077221764792e-44,"1","C4orf48"
"GCA",5.68340079618196e-48,0.977916438071857,0.329,0.087,7.79421585188394e-44,"1","GCA"
"SERPINB1",6.6664290433121e-48,1.23453244992321,0.621,0.309,9.14234078999821e-44,"1","SERPINB1"
"AMICA1",1.16901140596662e-47,1.02283904316993,0.519,0.207,1.60318224214262e-43,"1","AMICA1"
"ISG15",7.99693187624422e-47,1.16941814427661,0.694,0.393,1.09669923750813e-42,"1","ISG15"
"ASAH1",3.27316067843624e-46,1.052224306861,0.496,0.191,4.48881255440746e-42,"1","ASAH1"
"FOSB",7.53214155806856e-46,1.03245544864199,0.717,0.437,1.03295789327352e-41,"1","FOSB"
"LAMTOR4",7.96297374536246e-46,0.920079033522812,0.765,0.466,1.09204221943901e-41,"1","LAMTOR4"
"ALDOA",2.0197551092575e-45,0.834154365565266,0.846,0.677,2.76989215683573e-41,"1","ALDOA"
"CYBB",3.29900495481635e-44,0.98934157104819,0.283,0.069,4.52425539503514e-40,"1","CYBB"
"H2AFY",2.32692115929478e-43,1.38536071899688,0.535,0.245,3.19113967785686e-39,"1","H2AFY"
"CPPED1",2.55636620614673e-43,0.890925052459663,0.275,0.065,3.50580061510963e-39,"1","CPPED1"
"GLRX",3.86392768572266e-43,1.11070829500887,0.627,0.32,5.29899042820006e-39,"1","GLRX"
"MT-CO1",4.43152572580701e-43,0.464256438709226,0.996,0.994,6.07739438037173e-39,"1","MT-CO1"
"LGALS9",1.30663202909082e-41,0.92030827352367,0.385,0.128,1.79191516469515e-37,"1","LGALS9"
"ATP6V1F",1.44600393526018e-41,1.16728392874406,0.615,0.319,1.98304979681581e-37,"1","ATP6V1F"
"VAMP8",2.283250381419e-41,0.740710387940114,0.717,0.462,3.13124957307802e-37,"1","VAMP8"
"TCEB2",6.02694271256187e-41,0.968147030321441,0.721,0.436,8.26534923600735e-37,"1","TCEB2"
"LRRC25",8.75114149175697e-41,0.822597280893481,0.271,0.066,1.20013154417955e-36,"1","LRRC25"
"HLA-DPA1",1.09852242344328e-40,0.768091695374888,0.765,0.433,1.50651365151011e-36,"1","HLA-DPA1"
"JUND",1.79302023540956e-40,1.3338443343905,0.346,0.111,2.45894795084067e-36,"1","JUND"
"NCF1",2.16743147599283e-40,1.09277802134492,0.369,0.12,2.97241552617657e-36,"1","NCF1"
"C10orf54",1.02096814791865e-39,0.908195010042947,0.602,0.322,1.40015571805563e-35,"1","C10orf54"
"RP11-290F20.3",2.31806071594935e-39,0.797137263982556,0.292,0.076,3.17898846585294e-35,"1","RP11-290F20.3"
"SAT2",2.75295487955095e-39,1.17795555861321,0.371,0.127,3.77540232181617e-35,"1","SAT2"
"GLIPR2",7.45133813064335e-38,0.940018745426929,0.444,0.176,1.02187651123643e-33,"1","GLIPR2"
"MIR24-2",1.77485236950502e-37,0.997218944877599,0.273,0.075,2.43403253953918e-33,"1","MIR24-2"
"RHOB",8.09478664897273e-37,1.07483442939863,0.3,0.092,1.11011904104012e-32,"1","RHOB"
"FAM26F",8.70128287167089e-37,0.847655431495099,0.456,0.179,1.19329393302095e-32,"1","FAM26F"
"MYL6",8.84855458652712e-37,0.637123266741373,0.942,0.833,1.21349077599633e-32,"1","MYL6"
"BID",1.5047826316533e-36,0.918175015050614,0.421,0.159,2.06365890104934e-32,"1","BID"
"TMEM205",2.57894470170874e-36,0.959471819322011,0.277,0.076,3.53676476392336e-32,"1","TMEM205"
"LAMTOR1",6.26677368599435e-36,0.732320774863901,0.575,0.293,8.59425343297265e-32,"1","LAMTOR1"
"GSTO1",5.38233992953623e-35,0.884693640705648,0.506,0.245,7.38134097936599e-31,"1","GSTO1"
"HLA-DPB1",7.96938304585113e-35,0.584737024754708,0.76,0.465,1.09292119090802e-30,"1","HLA-DPB1"
"CLTA",9.66468008121545e-35,0.884046718602382,0.515,0.243,1.32541422633789e-30,"1","CLTA"
"LY6E",2.44576721666755e-34,0.732299049804974,0.827,0.633,3.35412516093788e-30,"1","LY6E"
"RHOG",5.45003346628595e-34,0.964009148559605,0.623,0.339,7.47417589566456e-30,"1","RHOG"
"CARD16",8.15554275349931e-34,0.875462854080863,0.506,0.238,1.1184511332149e-29,"1","CARD16"
"GNAI2",1.74767993515469e-33,0.941506771094777,0.427,0.186,2.39676826307115e-29,"1","GNAI2"
"DYNLT1",3.11861930363554e-33,0.847108855302641,0.385,0.149,4.27687451300578e-29,"1","DYNLT1"
"ANXA5",3.40077897672283e-33,0.910622132641144,0.527,0.259,4.66382828867769e-29,"1","ANXA5"
"TPI1",3.84411036918097e-33,0.782294760620447,0.717,0.462,5.27181296029478e-29,"1","TPI1"
"ZFP36",4.38082354811694e-33,0.733260898391667,0.85,0.674,6.00786141388757e-29,"1","ZFP36"
"BNIP3L",9.10327634561724e-33,0.915348578991553,0.348,0.127,1.24842331803795e-28,"1","BNIP3L"
"SCPEP1",5.34890096734508e-32,1.01243437316754,0.304,0.1,7.33548278661704e-28,"1","SCPEP1"
"GPX4",6.10078886966462e-32,0.831393234752294,0.733,0.502,8.36662185585805e-28,"1","GPX4"
"CECR1",7.06011401205715e-32,0.734413638153836,0.258,0.075,9.68224035613517e-28,"1","CECR1"
"EFHD2",1.80491968623346e-31,0.854611939492596,0.383,0.152,2.47526685770057e-27,"1","EFHD2"
"C20orf27",2.81299679644427e-31,1.02513013677448,0.288,0.094,3.85774380664367e-27,"1","C20orf27"
"CD63",4.89561955379133e-31,0.787968161040485,0.56,0.297,6.71385265606943e-27,"1","CD63"
"ATP6V0D1",7.29277695681765e-29,0.810053976728971,0.344,0.135,1.00013143185797e-24,"1","ATP6V0D1"
"SOD2",5.99733545544507e-28,0.941034799524806,0.379,0.164,8.22474584359737e-24,"1","SOD2"
"NDUFS7",7.81286970149843e-27,0.874636872994312,0.488,0.25,1.07145695086349e-22,"1","NDUFS7"
"TIMM13",8.28278063321904e-27,0.761401797923235,0.385,0.17,1.13590053603966e-22,"1","TIMM13"
"GLUL",9.99161550040975e-27,0.800054970000892,0.262,0.091,1.37025014972619e-22,"1","GLUL"
"SERP1",1.13004709973252e-26,0.597426679560402,0.744,0.511,1.54974659257318e-22,"1","SERP1"
"ARRB2",1.23093065248557e-26,1.09624618109027,0.446,0.216,1.68809829681871e-22,"1","ARRB2"
"ATOX1",1.44465676918472e-26,0.726765298601104,0.258,0.086,1.98120229325993e-22,"1","ATOX1"
"THEMIS2",1.98764942112311e-26,0.783685922598297,0.256,0.086,2.72586241612823e-22,"1","THEMIS2"
"NOP10",2.13309687685897e-26,0.871052471618028,0.488,0.253,2.92532905692439e-22,"1","NOP10"
"COMT",3.03147934450824e-26,0.781401874571951,0.312,0.122,4.1573707730586e-22,"1","COMT"
"SUPT4H1",3.8546040307324e-26,0.814629158858453,0.475,0.247,5.28620396774641e-22,"1","SUPT4H1"
"LAMTOR2",9.14543538824579e-26,0.764980163007138,0.398,0.185,1.25420500914403e-21,"1","LAMTOR2"
"SLC25A5",1.18685187890652e-25,0.846979213175236,0.692,0.469,1.62764866673241e-21,"1","SLC25A5"
"CLIC1",1.22613346534727e-25,0.50717339556219,0.81,0.608,1.68151943437725e-21,"1","CLIC1"
"NAGK",5.5013077528112e-25,0.798518345491104,0.26,0.094,7.54449345220528e-21,"1","NAGK"
"ARPC2",6.32280185078957e-25,0.493834677554848,0.894,0.782,8.67109045817282e-21,"1","ARPC2"
"COX6B1",8.08453647478697e-25,0.65032276786778,0.742,0.539,1.10871333215229e-20,"1","COX6B1"
"H3F3A",8.11417488018765e-25,0.710744012152378,0.581,0.342,1.11277794306893e-20,"1","H3F3A"
"CSTB",1.53814930656469e-24,0.745565376080768,0.56,0.329,2.10941795902281e-20,"1","CSTB"
"ZYX",2.18768021642142e-24,0.633678672035633,0.3,0.117,3.00018464880034e-20,"1","ZYX"
"NDUFA11",2.2329607732551e-24,0.72025087419888,0.6,0.372,3.06228240444205e-20,"1","NDUFA11"
"MS4A7",2.95579807030129e-24,0.493703400068111,0.258,0.087,4.05358147361119e-20,"1","MS4A7"
"WDR83OS",3.31217653267943e-24,0.684326515947826,0.531,0.305,4.54231889691656e-20,"1","WDR83OS"
"HSBP1",1.31376814282792e-23,0.705159604392026,0.315,0.128,1.80170163107421e-19,"1","HSBP1"
"BST2",1.4966844591644e-23,0.746850445377279,0.637,0.407,2.05255306729806e-19,"1","BST2"
"SAMHD1",2.51576594203705e-23,0.919466535530788,0.408,0.206,3.45012141290961e-19,"1","SAMHD1"
"OAZ2",5.44674131469337e-23,0.806487996318033,0.317,0.129,7.46966103897049e-19,"1","OAZ2"
"BRK1",6.99310074506863e-23,0.553779930130208,0.723,0.515,9.59033836178712e-19,"1","BRK1"
"MT2A",7.10891680755633e-23,0.738198414775271,0.498,0.277,9.74916850988276e-19,"1","MT2A"
"NINJ1",1.50107533549404e-22,0.709578397060981,0.302,0.123,2.05857471509652e-18,"1","NINJ1"
"POLE4",1.95617415691767e-22,0.735176346451202,0.344,0.157,2.68269723879689e-18,"1","POLE4"
"TNFSF10",1.72954506332477e-21,0.799433915660398,0.377,0.181,2.37189809984359e-17,"1","TNFSF10"
"WARS",2.09900713887115e-21,0.746379267997216,0.269,0.107,2.8785783902479e-17,"1","WARS"
"NAPRT1",2.45781501359359e-21,0.885798707121479,0.252,0.097,3.37064750964225e-17,"1","NAPRT1"
"ATP5D",1.48843444152492e-20,0.553415650100893,0.696,0.511,2.04123899310727e-16,"1","ATP5D"
"HLA-DMB",3.37271914686047e-20,0.470428922766683,0.335,0.147,4.62534703800445e-16,"1","HLA-DMB"
"COX8A",3.7010371141263e-20,0.664999556120527,0.556,0.349,5.07560229831281e-16,"1","COX8A"
"ITGB2",5.09066990898467e-20,0.521392300572225,0.65,0.431,6.98134471318158e-16,"1","ITGB2"
"PKM",1.12531836483674e-19,0.599164210772848,0.598,0.387,1.54326160553711e-15,"1","PKM"
"GLIPR1",1.16766057840628e-19,0.646771985234258,0.358,0.174,1.60132971722638e-15,"1","GLIPR1"
"RHOA",2.25344244605592e-19,0.546454953232731,0.704,0.537,3.09037097052108e-15,"1","RHOA"
"PFN1",5.53725546877947e-19,0.307689765343004,0.963,0.942,7.59379214988417e-15,"1","PFN1"
"CAPNS1",6.97358409158267e-19,0.615782652624128,0.25,0.103,9.56357322319647e-15,"1","CAPNS1"
"HIGD2A",8.13344885519151e-19,0.649531301752304,0.648,0.461,1.11542117600096e-14,"1","HIGD2A"
"RILPL2",1.19638493941738e-18,0.865705896551802,0.329,0.16,1.64072230591699e-14,"1","RILPL2"
"SLC25A6",1.31708624649313e-18,0.457151584705366,0.883,0.822,1.80625207844067e-14,"1","SLC25A6"
"CASP1",1.55109750564433e-18,0.685591311104554,0.431,0.236,2.12717511924063e-14,"1","CASP1"
"EMP3",3.37457696789046e-18,0.592594706848724,0.829,0.713,4.62789485376497e-14,"1","EMP3"
"POLR2L",3.45167696839497e-18,0.655080552644398,0.521,0.323,4.73362979445686e-14,"1","POLR2L"
"SDCBP",3.88660870021361e-18,0.65125184395768,0.398,0.21,5.33009517147294e-14,"1","SDCBP"
"RNH1",4.47652077784292e-18,0.614389445586677,0.467,0.272,6.13910059473378e-14,"1","RNH1"
"POU2F2",5.93679141691042e-18,0.68283306968407,0.288,0.132,8.14171574915095e-14,"1","POU2F2"
"TNFRSF1B",2.38767726127415e-17,0.89834173144964,0.262,0.116,3.27446059611136e-13,"1","TNFRSF1B"
"SERPINB6",7.22540743861845e-17,0.607523569607402,0.327,0.165,9.90892376132135e-13,"1","SERPINB6"
"TMEM219",8.25858268289719e-17,0.75241833194268,0.423,0.243,1.13258202913252e-12,"1","TMEM219"
"H3F3B",1.22422362949057e-16,0.457383374262929,0.992,0.955,1.67890028548336e-12,"1","H3F3B"
"NDUFB1",1.33841834171643e-16,0.620080082575981,0.308,0.15,1.83550691382991e-12,"1","NDUFB1"
"SPG21",1.60330641854098e-16,0.641751046178551,0.306,0.147,2.1987744223871e-12,"1","SPG21"
"UQCRFS1",1.71387850928515e-16,0.584863266286102,0.44,0.254,2.35041298763366e-12,"1","UQCRFS1"
"NDUFS6",4.82249926000453e-16,0.578629052764248,0.369,0.2,6.61357548517021e-12,"1","NDUFS6"
"SEC11A",5.17387312716567e-16,0.715129752704839,0.481,0.297,7.09544960659499e-12,"1","SEC11A"
"ATG3",6.00083460156719e-16,0.542174519336276,0.346,0.183,8.22954457258925e-12,"1","ATG3"
"PLSCR1",6.74529160105194e-16,0.635107683525424,0.256,0.115,9.25049290168263e-12,"1","PLSCR1"
"UQCR11.1",1.20442683831512e-15,0.604707585223572,0.7,0.539,1.65175096606536e-11,"1","UQCR11.1"
"STX10",1.27786060754725e-15,0.667525775249082,0.262,0.121,1.7524580371903e-11,"1","STX10"
"GRB2",1.59817815913446e-15,0.504610308952341,0.31,0.157,2.191741527437e-11,"1","GRB2"
"COX4I1",3.02717123881123e-15,0.397253979518352,0.938,0.897,4.15146263690572e-11,"1","COX4I1"
"PSMB3",6.15690110420153e-15,0.547125265371558,0.525,0.351,8.44357417430197e-11,"1","PSMB3"
"EPSTI1",1.22566719749408e-14,0.581106766357395,0.302,0.156,1.68087999464338e-10,"1","EPSTI1"
"LAP3",1.36461062463712e-14,0.586515219475751,0.267,0.131,1.87142701062734e-10,"1","LAP3"
"REEP5",1.51148996885613e-14,0.504332508422652,0.404,0.231,2.07285734328929e-10,"1","REEP5"
"YBX1",1.69330331856297e-14,0.479738756900767,0.865,0.807,2.32219617107725e-10,"1","YBX1"
"UBA52",1.85310988379461e-14,0.260895032390431,0.992,0.972,2.54135489463592e-10,"1","UBA52"
"CASP4",2.77972013449292e-14,0.772783212922459,0.456,0.286,3.81210819244359e-10,"1","CASP4"
"UQCRC1",3.63901335112501e-14,0.699201246557627,0.304,0.157,4.99054290973285e-10,"1","UQCRC1"
"COX5B",4.64459980403885e-14,0.658002809059318,0.629,0.476,6.36960417125888e-10,"1","COX5B"
"PARVG",5.64658681374811e-14,0.540303698596427,0.265,0.128,7.74372915637416e-10,"1","PARVG"
"GNB2",5.78707481678426e-14,0.50022693651388,0.4,0.237,7.93639440373794e-10,"1","GNB2"
"ZNHIT1",7.73005933044596e-14,0.617786623559568,0.406,0.246,1.06010033657736e-09,"1","ZNHIT1"
"ATP5E",7.85780932442844e-14,0.392135224984992,0.848,0.731,1.07761997075212e-09,"1","ATP5E"
"RNF7",9.18119989578986e-14,0.491315097942233,0.385,0.222,1.25910975370862e-09,"1","RNF7"
"HMGB2",9.69400564133508e-14,0.518713779148989,0.46,0.293,1.32943593365269e-09,"1","HMGB2"
"BLOC1S1",1.33020332301486e-13,0.39966609577441,0.458,0.28,1.82424083718258e-09,"1","BLOC1S1"
"UBE2L6",1.5031875094923e-13,0.650790754636507,0.483,0.316,2.06147135051774e-09,"1","UBE2L6"
"VAMP5",1.56157260180302e-13,0.707245801535443,0.346,0.198,2.14154066611267e-09,"1","VAMP5"
"CHMP4B",2.10236558331754e-13,0.482652944230291,0.294,0.151,2.88318416096168e-09,"1","CHMP4B"
"HSD17B11",2.22636852076176e-13,0.675846544861275,0.398,0.241,3.05324178937268e-09,"1","HSD17B11"
"IFI27L2",2.78488010602942e-13,0.568405453240937,0.277,0.139,3.81918457740874e-09,"1","IFI27L2"
"C11orf31",5.41016486657834e-13,0.555656450979646,0.581,0.417,7.41950009802554e-09,"1","C11orf31"
"EIF3K",6.09667151153971e-13,0.393500466255857,0.812,0.727,8.36097531092555e-09,"1","EIF3K"
"MCL1",7.3467791199467e-13,0.61385498568431,0.537,0.381,1.00753728850949e-08,"1","MCL1"
"ARF5",9.99836079295928e-13,0.505930347948226,0.431,0.269,1.37117519914644e-08,"1","ARF5"
"EIF4E2",1.20184420747293e-12,0.5489262459299,0.258,0.133,1.64820914612837e-08,"1","EIF4E2"
"CD97",1.64313746059802e-12,0.52694423623348,0.346,0.199,2.25339871346413e-08,"1","CD97"
"MRPL23",1.72396705369821e-12,0.620271137062094,0.417,0.262,2.36424841744173e-08,"1","MRPL23"
"PRDX5",2.10244692442011e-12,0.533852562468549,0.485,0.325,2.88329571214974e-08,"1","PRDX5"
"MYADM",2.30503460752295e-12,0.811497356872606,0.298,0.166,3.16112446075697e-08,"1","MYADM"
"DOK2",2.88175422008476e-12,0.504532793832259,0.362,0.215,3.95203773742424e-08,"1","DOK2"
"LSMD1",3.3808663674135e-12,0.566895932426842,0.285,0.152,4.63652013627088e-08,"1","LSMD1"
"DUSP1",3.95131807044975e-12,0.429217826830057,0.944,0.88,5.41883760181479e-08,"1","DUSP1"
"PPT1",4.48866635872844e-12,0.718886296597558,0.308,0.167,6.15575704436018e-08,"1","PPT1"
"IFI35",4.58408184890586e-12,0.623344877126306,0.29,0.158,6.28660984758949e-08,"1","IFI35"
"NDUFA13",4.84295414984362e-12,0.531593777744559,0.59,0.433,6.64162732109554e-08,"1","NDUFA13"
"RNF181",8.77452308837003e-12,0.479405710097974,0.331,0.193,1.20333809633907e-07,"1","RNF181"
"PSMA7",1.03267964485479e-11,0.508405886473231,0.675,0.538,1.41621686495386e-07,"1","PSMA7"
"GNAS",1.35853719563273e-11,0.451379059806953,0.427,0.272,1.86309791009073e-07,"1","GNAS"
"PPP4C",1.99530791429221e-11,0.511888643280318,0.417,0.264,2.73636527366033e-07,"1","PPP4C"
"VASP",2.08148500180319e-11,0.408183846594057,0.408,0.246,2.8545485314729e-07,"1","VASP"
"PHPT1",2.81240641835961e-11,0.474675752055942,0.265,0.142,3.85693416213836e-07,"1","PHPT1"
"GNG5",2.93732962941126e-11,0.563299095300667,0.41,0.267,4.02825385377461e-07,"1","GNG5"
"SNF8",4.96321178863465e-11,0.645609177320105,0.296,0.168,6.80654864693356e-07,"1","SNF8"
"GMFG",6.77009509706366e-11,0.297065130122447,0.787,0.68,9.28450841611311e-07,"1","GMFG"
"TGFB1",6.79557842278995e-11,0.64860680843035,0.306,0.177,9.31945624901414e-07,"1","TGFB1"
"NAAA",6.98761584530789e-11,0.583003440869165,0.281,0.158,9.58281637025524e-07,"1","NAAA"
"ID2",8.40743342335164e-11,0.375016722107702,0.517,0.359,1.15299541967844e-06,"1","ID2"
"C14orf2",8.72538146231536e-11,0.514906158739333,0.267,0.147,1.19659881374193e-06,"1","C14orf2"
"OAS1",8.86281362023189e-11,0.38180685263197,0.304,0.171,1.2154462598786e-06,"1","OAS1"
"SNX3",1.38019573030747e-10,0.340154496227584,0.585,0.44,1.89280042454367e-06,"1","SNX3"
"NDUFB11",2.69244375939645e-10,0.440641988913185,0.529,0.38,3.6924173716363e-06,"1","NDUFB11"
"MT-ND3",4.04783379623537e-10,0.46140613916558,0.312,0.183,5.55119926815718e-06,"1","MT-ND3"
"FIBP",9.18454235499933e-10,0.568324416461998,0.267,0.152,1.25956813856461e-05,"1","FIBP"
"CLTB",1.16872452942796e-09,0.46378521216171,0.292,0.169,1.6027888196575e-05,"1","CLTB"
"SMS",1.4218868233328e-09,0.376600376653517,0.262,0.147,1.94997558951861e-05,"1","SMS"
"CYC1",2.30947286565024e-09,0.374361508233862,0.298,0.171,3.16721108795274e-05,"1","CYC1"
"ANAPC11",2.31482383949662e-09,0.447407394847568,0.356,0.223,3.17454941348566e-05,"1","ANAPC11"
"CAST",2.54118964431608e-09,0.405223542617222,0.258,0.143,3.48498747821507e-05,"1","CAST"
"KLF6",2.6412077484563e-09,0.371472441613848,0.767,0.624,3.62215230623297e-05,"1","KLF6"
"DYNLL1",3.02896880419325e-09,0.335300241703049,0.454,0.315,4.15392781807062e-05,"1","DYNLL1"
"SF3B5",3.2898194116049e-09,0.693952923512749,0.502,0.369,4.51165834107496e-05,"1","SF3B5"
"COPE",4.42018097118005e-09,0.500168940986832,0.56,0.411,6.06183618387633e-05,"1","COPE"
"COX17",4.73638482179579e-09,0.437441518289854,0.285,0.172,6.49547814461075e-05,"1","COX17"
"ATP5I",4.81764338718548e-09,0.587930029251852,0.388,0.267,6.60691614118616e-05,"1","ATP5I"
"LTA4H",7.09061008198496e-09,0.481646676428147,0.252,0.144,9.72406266643418e-05,"1","LTA4H"
"AHNAK",1.01063414107174e-08,0.453294108669382,0.379,0.252,0.000138598366106578,"1","AHNAK"
"SSR3",1.09973642614784e-08,0.485277605343213,0.275,0.16,0.000150817853481915,"1","SSR3"
"SDHB",1.19037307345228e-08,0.871580902465982,0.312,0.195,0.000163247763293246,"1","SDHB"
"FLNA",1.46211699860226e-08,0.410242677743335,0.312,0.19,0.000200514725188314,"1","FLNA"
